23.437, 0
23.5, 0.5688
23.562, 0.5688
23.562, 0.5688
23.625, 0.5688
23.625, 0.5688
23.687, 0.5688
23.625, 0.469244
23.687, 0.469244
23.687, 0.469244
23.75, 0.469244
23.75, 0.469244
23.75, 0.469244
23.75, 0.483252
23.75, 0.483252
23.75, 0.483252
23.75, 0.483252
23.812, 0.483252
23.812, 0.483252
23.812, 0.506252
23.812, 0.506252
23.812, 0.506252
23.875, 0.506252
23.875, 0.506252
23.937, 0.506252
23.875, 0.508552
23.875, 0.508552
23.875, 0.508552
23.937, 0.508552
23.937, 0.508552
24, 0.508552
24, 0.508552
24, 0.525496
24, 0.525496
24, 0.525496
24.062, 0.525496
24.125, 0.525496
24.062, 0.525496
24.062, 0.534004
24.125, 0.534004
24.125, 0.534004
24.187, 0.534004
24.187, 0.534004
24.187, 0.534004
24.187, 0.549304
24.25, 0.549304
24.25, 0.549304
24.25, 0.549304
24.312, 0.549304
24.312, 0.549304
24.312, 0.557048
24.375, 0.557048
24.375, 0.557048
24.437, 0.557048
24.375, 0.557048
24.437, 0.557048
24.437, 0.5653
24.437, 0.5653
24.5, 0.5653
24.5, 0.5653
24.562, 0.5653
24.562, 0.5653
24.562, 0.573052
24.562, 0.573052
24.625, 0.573052
24.625, 0.573052
24.687, 0.573052
24.687, 0.573052
24.687, 0.573052
24.75, 0.580304
24.75, 0.580304
24.75, 0.580304
24.75, 0.580304
24.812, 0.580304
24.812, 0.580304
24.875, 0.587056
24.875, 0.587056
24.937, 0.587056
24.937, 0.587056
25, 0.587056
25, 0.587056
25, 0.587008
25.062, 0.587008
25.062, 0.587008
25.062, 0.587008
25.125, 0.587008
25.187, 0.587008
25.187, 0.593516
25.187, 0.593516
25.187, 0.593516
25.25, 0.593516
25.25, 0.593516
25.312, 0.593516
25.312, 0.598516
25.312, 0.598516
25.375, 0.598516
25.375, 0.598516
25.437, 0.598516
25.437, 0.598516
25.437, 0.596816
25.437, 0.596816
25.5, 0.596816
25.5, 0.596816
25.562, 0.596816
25.562, 0.596816
25.562, 0.596816
25.625, 0.60156
25.625, 0.60156
25.687, 0.60156
25.687, 0.60156
25.75, 0.60156
25.75, 0.60156
25.75, 0.598512
25.812, 0.598512
25.812, 0.598512
25.875, 0.598512
25.875, 0.598512
25.875, 0.598512
25.937, 0.60202
26, 0.60202
26, 0.60202
26, 0.60202
26.062, 0.60202
26.125, 0.60202
26.125, 0.59782
26.125, 0.59782
26.125, 0.59782
26.187, 0.59782
26.25, 0.59782
26.187, 0.59782
26.312, 0.593764
26.312, 0.593764
26.312, 0.593764
26.375, 0.593764
26.375, 0.593764
26.437, 0.593764
26.437, 0.589072
26.437, 0.589072
26.5, 0.589072
26.5, 0.589072
26.5, 0.589072
26.562, 0.589072
26.562, 0.589072
26.625, 0.589816
26.625, 0.589816
26.625, 0.589816
26.687, 0.589816
26.687, 0.589816
26.75, 0.589816
26.75, 0.589068
26.75, 0.589068
26.75, 0.589068
26.812, 0.589068
26.812, 0.589068
26.812, 0.589068
26.875, 0.58782
26.875, 0.58782
26.875, 0.58782
26.875, 0.58782
26.937, 0.58782
26.937, 0.58782
27, 0.579772
27, 0.579772
27, 0.579772
27.062, 0.579772
27.062, 0.579772
27.125, 0.579772
27.125, 0.57828
27.125, 0.57828
27.125, 0.57828
27.187, 0.57828
27.187, 0.57828
27.25, 0.57828
27.25, 0.57528
27.25, 0.57528
27.312, 0.57528
27.312, 0.57528
27.375, 0.57528
27.375, 0.57528
27.375, 0.57528
27.375, 0.57178
27.437, 0.57178
27.437, 0.57178
27.437, 0.57178
27.5, 0.57178
27.437, 0.57178
27.5, 0.56778
27.5, 0.56778
27.5, 0.56778
27.562, 0.56778
27.562, 0.56778
27.562, 0.56778
27.625, 0.56328
27.625, 0.56328
27.625, 0.56328
27.625, 0.56328
27.625, 0.56328
27.625, 0.56328
27.687, 0.57078
27.75, 0.57078
27.75, 0.57078
27.75, 0.57078
27.75, 0.57078
27.75, 0.57078
27.812, 0.56378
27.812, 0.56378
27.812, 0.56378
27.875, 0.56378
27.812, 0.56378
27.875, 0.56378
27.875, 0.55828
27.875, 0.55828
27.875, 0.55828
27.937, 0.55828
27.937, 0.55828
27.937, 0.55828
28, 0.55828
28, 0.55858
28, 0.55858
28, 0.55858
28, 0.55858
28.062, 0.55858
28.062, 0.55858
28.062, 0.551324
28.062, 0.551324
28.062, 0.551324
28.062, 0.551324
28.125, 0.551324
28.125, 0.551324
28.125, 0.550776
28.187, 0.550776
28.125, 0.550776
28.187, 0.550776
28.187, 0.550776
28.187, 0.550776
28.187, 0.542784
28.187, 0.542784
28.187, 0.542784
28.25, 0.542784
28.25, 0.542784
28.25, 0.542784
28.25, 0.547784
28.25, 0.547784
28.312, 0.547784
28.312, 0.547784
28.312, 0.547784
28.312, 0.547784
28.312, 0.544584
28.312, 0.544584
28.375, 0.544584
28.375, 0.544584
28.375, 0.544584
28.375, 0.544584
28.375, 0.544584
28.375, 0.542028
28.375, 0.542028
28.437, 0.542028
28.437, 0.542028
28.375, 0.542028
28.437, 0.542028
28.5, 0.545536
28.437, 0.545536
28.5, 0.545536
28.437, 0.545536
28.5, 0.545536
28.437, 0.545536
28.5, 0.535536
28.5, 0.535536
28.5, 0.535536
28.5, 0.535536
28.5, 0.535536
28.5, 0.535536
28.5, 0.539536
28.5, 0.539536
28.562, 0.539536
28.562, 0.539536
28.562, 0.539536
28.562, 0.539536
28.562, 0.535336
28.562, 0.535336
28.562, 0.535336
28.562, 0.535336
28.625, 0.535336
28.625, 0.535336
28.625, 0.53178
28.625, 0.53178
28.625, 0.53178
28.625, 0.53178
28.625, 0.53178
28.687, 0.53178
28.687, 0.53178
28.687, 0.528088
28.687, 0.528088
28.687, 0.528088
28.75, 0.528088
28.75, 0.528088
28.75, 0.528088
28.75, 0.524032
28.75, 0.524032
28.75, 0.524032
28.75, 0.524032
28.75, 0.524032
28.75, 0.524032
28.75, 0.51984
28.75, 0.51984
28.812, 0.51984
28.812, 0.51984
28.812, 0.51984
28.812, 0.51984
